population,profile_id,rotor_position,rotor_present,s2_coupling_interval_ms,apd90_0d_ms,erp_1d_ms,cv_1d_cm_s,vw_any_duration_ms,vw_sustained_duration_ms,df_baseline_hz,area_baseline_cm2,df_baseline_interval_0p5hz,df_baseline_subgroup
pAF,2110,m,1,189,167.286776393281,178,73.0858468677494,22,22,6.9580078125,0.9486,6.5-7.3,high
pAF,2116,m,1,200,160.940868582627,180,78.3582089552238,28,26,5.859375,1.2006,5.5-6.0,mid
pAF,2125,m,1,268,210.894512833314,259,65.4205607476635,11,11,5.0048828125,0.7848,5.0-5.5,mid
pAF,2128,m,1,198,183.402806225444,188,76.3636363636363,18,18,6.7138671875,1.1115,6.5-7.3,high
pAF,2155,m,0,NaN,221.08167161551,286,60.6936416184971,19,0,NaN,NaN,,
pAF,2163,m,0,NaN,187.393992488287,224,80.6658130601792,24,0,NaN,NaN,,
pAF,2178,m,1,196,180.667970166709,191,81.3953488372093,10,10,6.34765625,1.2357,6.0-6.5,mid
pAF,2184,m,0,NaN,191.620007190933,214,81.2903225806452,20,3,NaN,NaN,,mid
pAF,2198,m,1,211,175.159516474931,194,75.7211538461538,28,28,5.859375,1.1268,5.5-6.0,mid
pAF,2200,m,0,NaN,241.207096429112,290,67.0212765957447,0,0,NaN,NaN,,
pAF,2274,m,0,NaN,182.472890324614,238,86.0655737704918,31,0,NaN,NaN,,
pAF,2275,m,0,NaN,231.479571852578,255,84.9056603773585,0,0,NaN,NaN,,
pAF,2280,m,0,NaN,182.289120730937,216,53.3898305084746,36,1,NaN,NaN,,
pAF,2288,m,1,196,179.467561952442,189,84.9056603773585,14,14,6.34765625,1.3995,6.0-6.5,mid
pAF,2305,m,0,NaN,221.851663253328,258,67.2358591248666,4,0,NaN,NaN,,
pAF,2306,m,1,209,205.617876594202,209,79.0464240903388,4,4,6.103515625,1.2105,6.0-6.5,mid
pAF,2313,m,1,196,181.320959907142,187,72.7482678983833,18,18,6.591796875,1.1475,6.5-7.3,high
pAF,2321,m,0,NaN,189.523051457014,263,79.646017699115,27,0,NaN,NaN,,
pAF,2327,m,1,209,178.25251685339,199,83.7765957446808,17,17,5.9814453125,1.1367,5.5-6.0,mid
pAF,2329,m,1,225,209.844230915856,220,81.3953488372093,10,5,5.4931640625,1.3032,5.0-5.5,mid
pAF,2360,m,1,191,172.349175523486,186,83.6653386454183,8,8,6.2255859375,1.2114,6.0-6.5,mid
pAF,2385,m,1,211,211.874639775204,209,82.6771653543307,4,4,6.103515625,1.3149,6.0-6.5,mid
pAF,2396,m,0,NaN,241.913177875074,311,54.9738219895288,0,0,NaN,NaN,,
pAF,2400,m,0,NaN,220.846359315219,233,70.548712206047,2,2,NaN,NaN,,mid
pAF,2421,m,0,NaN,164.164253680538,192,82.3529411764706,26,1,NaN,NaN,,mid
pAF,2433,m,0,NaN,232.515940560108,251,69.6902654867257,13,0,NaN,NaN,,
pAF,2450,m,0,NaN,203.25214073719,252,66.2460567823343,25,0,NaN,NaN,,
pAF,2481,m,1,206,185.918449029567,192,77.6818742293465,21,21,5.9814453125,1.3212,5.5-6.0,mid
pAF,2487,m,1,207,161.692730821953,186,70.548712206047,34,34,5.859375,0.9981,5.5-6.0,mid
pAF,2497,m,0,NaN,221.114773532172,252,85.1351351351351,14,0,NaN,NaN,,
pAF,2512,m,1,220,174.235026591115,204,58.933582787652,27,27,5.126953125,0.8829,5.0-5.5,mid
pAF,2515,m,0,NaN,207.945536244406,266,83.3333333333333,31,0,NaN,NaN,,
pAF,2536,m,0,NaN,204.303006620154,239,74.3801652892562,11,3,NaN,NaN,,low
pAF,2552,m,1,209,162.621575091121,191,86.3013698630137,28,26,5.859375,0.9972,5.5-6.0,mid
pAF,2582,m,1,209,172.051200217451,191,72,29,29,5.9814453125,1.1142,5.5-6.0,mid
pAF,2599,m,0,NaN,231.577897266332,281,84.4504021447721,15,0,NaN,NaN,,
pAF,2603,m,0,NaN,209.479688698164,224,80.2547770700637,10,1,NaN,NaN,,mid
pAF,2605,m,1,197,161.229916205535,178,64.8148148148148,36,36,6.34765625,1.1583,6.0-6.5,mid
pAF,2634,m,0,NaN,219.987616742779,269,77.6818742293465,0,0,NaN,NaN,,
pAF,2642,m,1,217,208.256266141965,213,83.223249669749,9,5,5.859375,1.3392,5.5-6.0,mid
pAF,2643,m,0,NaN,239.797724475924,263,88.35904628331,6,0,NaN,NaN,,
pAF,2672,m,0,NaN,225.154543416429,229,86.3013698630136,0,0,NaN,NaN,,
pAF,2697,m,1,227,206.755746144438,216,71.6723549488055,18,18,5.37109375,1.1079,5.0-5.5,mid
pAF,2699,m,0,NaN,209.191346593158,210,82.1382007822686,3,3,NaN,NaN,,mid
pAF,2726,m,1,187,170.038555084204,180,84,14,14,6.9580078125,1.1385,6.5-7.3,high
pAF,2727,m,1,192,160.390649555309,174,83.223249669749,30,30,6.34765625,0.774,6.0-6.5,mid
pAF,2742,m,1,188,174.941367067382,179,82.6771653543307,16,16,6.8359375,1.107,6.5-7.3,high
pAF,2758,m,1,199,168.698353042186,186,72,22,22,5.859375,1.1079,5.5-6.0,mid
pAF,2763,m,0,NaN,242.93603226744,312,66.5258711721225,1,0,NaN,NaN,,
pAF,2765,m,1,188,166.761714505228,177,81.1855670103092,18,18,6.591796875,1.0143,6.5-7.3,high
pAF,2766,m,0,NaN,232.106707348663,249,75.0893921334922,1,0,NaN,NaN,,
pAF,2775,m,1,210,213.120272067092,209,65.8307210031348,8,8,6.4697265625,0.9783,6.0-6.5,mid
pAF,2792,m,0,NaN,230.13132015337,279,84.4504021447721,14,0,NaN,NaN,,
pAF,2803,m,1,195,176.382858512407,184,67.0926517571885,22,22,6.9580078125,0.8901,6.5-7.3,high
pAF,2805,m,0,NaN,225.111617005692,270,81.9245773732119,10,0,NaN,NaN,,
pAF,2824,m,0,NaN,235.327384408847,286,62.0689655172414,1,0,NaN,NaN,,
pAF,2825,m,1,245,199.589838229353,224,60.2294455066921,31,31,4.7607421875,1.0494,4.5-5.0,low
pAF,2866,m,0,NaN,238.88331240783,239,77.4907749077491,10,0,NaN,NaN,,
pAF,2872,m,1,250,187.327215169957,231,60,29,29,4.2724609375,0.9315,4.1-4.5,low
pAF,2910,m,1,203,192.156329976184,194,79.8479087452471,16,16,6.4697265625,1.1718,6.0-6.5,mid
pAF,2911,m,0,NaN,232.837937679142,258,81.3953488372093,0,0,NaN,NaN,,
pAF,2923,m,0,NaN,236.418131324164,250,71.5096481271282,1,0,NaN,NaN,,
pAF,2933,m,0,NaN,212.154609254401,225,88.1118881118881,12,0,NaN,NaN,,
pAF,2939,m,1,213,196.952057564013,207,63.508064516129,14,14,5.859375,1.2357,5.5-6.0,mid
pAF,2947,m,1,200,179.015899677586,191,83.4437086092715,13,13,6.103515625,1.3086,6.0-6.5,mid
pAF,2979,m,0,NaN,228.420746505835,239,66.4556962025316,7,1,NaN,NaN,,low
pAF,2992,m,0,NaN,235.17099356254,260,79.5454545454545,1,0,NaN,NaN,,
pAF,3007,m,0,NaN,223.140534260325,221,84,0,0,NaN,NaN,,
pAF,3015,m,1,207,182.065034752159,198,84.7913862718708,14,14,5.615234375,1.2825,5.5-6.0,mid
pAF,3016,m,0,NaN,244.705565374068,293,79.2452830188679,1,0,NaN,NaN,,
pAF,3018,m,1,184,180.962124799895,183,78.0669144981413,5,5,6.9580078125,1.0296,6.5-7.3,high
pAF,3038,m,0,NaN,168.843751319189,181,80.7692307692307,17,3,NaN,NaN,,mid
pAF,3055,m,0,NaN,223.806240708909,283,63.9593908629442,19,0,NaN,NaN,,
pAF,3064,m,1,216,183.831808900737,209,83.3333333333333,11,11,5.2490234375,1.2195,5.0-5.5,mid
pAF,3082,m,1,201,173.287718384221,186,74.468085106383,24,24,7.080078125,1.1286,6.5-7.3,high
pAF,3090,m,0,NaN,195.726289199018,200,80.5626598465473,0,0,NaN,NaN,,
pAF,3094,m,0,NaN,206.3382327902,209,85.2503382949932,14,1,NaN,NaN,,
pAF,3104,m,1,211,183.56108308777,197,81.7120622568093,21,21,5.859375,1.1043,5.5-6.0,mid
pAF,3108,m,1,191,165.547006154928,181,77.2058823529412,17,17,6.34765625,1.1709,6.0-6.5,mid
pAF,3130,m,0,NaN,233.150879853027,260,71.9178082191781,7,0,NaN,NaN,,
pAF,3135,m,1,194,185.852244525508,191,87.1369294605809,5,5,6.34765625,1.2114,6.0-6.5,mid
pAF,3136,m,0,NaN,189.78100302659,227,65.2173913043478,27,3,NaN,NaN,,low
pAF,3151,m,1,192,169.193127049642,186,87.378640776699,9,9,6.2255859375,1.1673,6.0-6.5,mid
pAF,3153,m,0,NaN,227.350515819242,242,87.5,9,0,NaN,NaN,,
pAF,3155,m,1,234,169.952260196413,211,68.3297180043384,33,31,4.7607421875,0.8568,4.5-5.0,low
pAF,3170,m,0,NaN,210.314989547747,242,74.6445497630332,7,0,NaN,NaN,,
pAF,3175,m,1,220,217.338397181171,216,73.512252042007,8,8,5.9814453125,1.2942,5.5-6.0,mid
pAF,3183,m,0,NaN,177.821726884256,225,75.4491017964072,31,0,NaN,NaN,,
pAF,3189,m,1,201,161.977356089868,183,74.6445497630332,31,31,5.9814453125,1.1664,5.5-6.0,mid
pAF,3192,m,0,NaN,192.754760114272,227,83.4437086092715,21,0,NaN,NaN,,
pAF,3199,m,0,NaN,205.317873517182,224,76.271186440678,12,12,NaN,NaN,,mid
pAF,3211,m,1,201,160.068468287362,180,80.9768637532134,29,25,5.615234375,1.0575,5.5-6.0,mid
pAF,3212,m,0,NaN,220.942648689903,234,87.1369294605809,17,0,NaN,NaN,,
pAF,3239,m,1,175,165.7434979877,167,83.5543766578249,16,16,6.8359375,1.053,6.5-7.3,high
pAF,3245,m,0,NaN,203.094347644444,260,57.9576816927323,34,0,NaN,NaN,,
pAF,3246,m,0,NaN,237.352477909779,248,61.046511627907,12,2,NaN,NaN,,low
pAF,3250,m,0,NaN,213.955143128587,248,75.0893921334922,17,0,NaN,NaN,,
pAF,3258,m,0,NaN,237.960788995952,276,81.5006468305304,13,0,NaN,NaN,,
pAF,3307,m,1,215,162.690533726411,190,53.2994923857868,44,44,5.37109375,0.8298,5.0-5.5,mid
pAF,3320,m,0,NaN,224.901027996224,225,83.223249669749,7,1,NaN,NaN,,mid
pAF,3329,m,0,NaN,201.423412258082,243,74.0305522914218,23,0,NaN,NaN,,
pAF,3336,m,1,188,165.70898334447,168,75.3588516746411,33,33,6.7138671875,1.1502,6.5-7.3,high
pAF,3341,m,0,NaN,238.543686886267,262,85.7142857142857,6,0,NaN,NaN,,
pAF,3346,m,1,198,174.1002308854,186,81.8181818181818,20,20,6.103515625,1.1016,6.0-6.5,mid
pAF,3367,m,1,195,161.983068797192,179,75.4491017964072,24,24,6.103515625,0.9198,6.0-6.5,mid
pAF,3382,m,1,184,175.254681015926,174,80.0508259212198,18,18,7.2021484375,1.0908,6.5-7.3,high
pAF,3395,m,0,NaN,175.503009460772,223,84.2245989304813,28,0,NaN,NaN,,
pAF,3396,m,0,NaN,236.900240335075,254,84.2245989304813,1,0,NaN,NaN,,
pAF,3413,m,1,227,199.09302306045,213,71.6723549488055,21,21,5.37109375,1.1691,5.0-5.5,mid
pAF,3414,m,0,NaN,194.445917741272,225,73.5981308411215,25,0,NaN,NaN,,
pAF,3424,m,0,NaN,189.689317916505,200,80.7692307692308,1,1,NaN,NaN,,mid
pAF,3426,m,0,NaN,227.120543325582,281,85.7142857142857,18,0,NaN,NaN,,
pAF,3435,m,1,194,171.33436165491,182,84.4504021447721,21,21,6.34765625,1.3518,6.0-6.5,mid
pAF,3444,m,1,241,174.431144630806,218,61.105722599418,38,37,4.7607421875,0.9567,4.5-5.0,low
pAF,3451,m,0,NaN,240.779856768095,255,82.8947368421052,1,0,NaN,NaN,,
pAF,3456,m,1,205,189.398485519429,196,80.7692307692308,15,15,6.34765625,1.1691,6.0-6.5,mid
pAF,3470,m,1,206,186.406193486895,196,74.4680851063829,16,16,5.9814453125,1.1079,5.5-6.0,mid
pAF,3471,m,1,217,189.789831171678,204,79.746835443038,19,17,5.2490234375,1.1889,5.0-5.5,mid
pAF,3482,m,0,NaN,195.530878512713,211,88.2352941176471,16,0,NaN,NaN,,
pAF,3491,m,1,196,195.527124800057,191,81.7120622568093,12,12,6.8359375,1.2294,6.5-7.3,high
pAF,3492,m,0,NaN,206.015065648971,230,81.3953488372093,6,2,NaN,NaN,,mid
pAF,3494,m,0,NaN,227.608192184656,303,54.4511668107174,31,0,NaN,NaN,,
pAF,3502,m,0,NaN,210.78528549333,226,88.4831460674157,12,0,NaN,NaN,,
pAF,3515,m,1,220,168.808603264762,204,66.1070304302204,25,25,5.0048828125,0.9873,5.0-5.5,mid
pAF,3525,m,1,228,198.377045879199,217,84.7913862718708,15,15,5.126953125,1.2492,5.0-5.5,mid
pAF,3528,m,0,NaN,220.063314998755,265,79.9492385786802,16,0,NaN,NaN,,
pAF,3534,m,1,189,175.624439581785,179,84.5637583892617,18,18,6.9580078125,1.2294,6.5-7.3,high
pAF,3562,m,0,NaN,235.044649854106,267,54.735013032146,2,0,NaN,NaN,,
pAF,3566,m,1,217,178.796844485012,198,72.3306544202067,31,31,5.7373046875,1.1628,5.5-6.0,mid
pAF,3575,m,0,NaN,201.19227851188,212,86.7768595041322,16,0,NaN,NaN,,
pAF,3576,m,0,NaN,229.207047792712,243,67.3076923076923,0,0,NaN,NaN,,
pAF,3583,m,1,231,213.599949767769,222,69.4597574421168,13,13,5.4931640625,1.2915,5.0-5.5,mid
pAF,3588,m,0,NaN,221.194049044068,222,82.1382007822686,10,0,NaN,NaN,,
pAF,3601,m,0,NaN,179.747948569071,216,84.3373493975904,28,1,NaN,NaN,,low
pAF,3645,m,1,190,161.920315311851,175,65.2173913043478,30,30,6.4697265625,1.1142,6.0-6.5,mid
pAF,3677,m,0,NaN,228.593398637371,241,87.6216968011127,6,0,NaN,NaN,,
pAF,3692,m,0,NaN,225.356066110377,239,84.3373493975904,10,0,NaN,NaN,,
pAF,3708,m,1,215,183.256886387935,207,85.4816824966079,16,5,5.37109375,1.2546,5.0-5.5,mid
pAF,3717,m,1,244,180.655185995041,227,81.5006468305304,26,13,4.5166015625,0.9702,4.5-5.0,low
pAF,3730,m,1,211,201.922183284958,202,81.3953488372093,14,14,6.103515625,1.2654,6.0-6.5,mid
pAF,3747,m,1,202,192.017127452673,193,84.9056603773585,18,18,6.8359375,1.287,6.5-7.3,high
pAF,3759,m,0,NaN,244.917546516939,255,79.345088161209,0,0,NaN,NaN,,
pAF,3768,m,1,211,172.503174775629,195,73.512252042007,25,25,5.37109375,0.6813,5.0-5.5,mid
pAF,3780,m,1,232,196.356757378169,215,77.0171149144254,25,9,4.7607421875,1.2276,4.5-5.0,low
pAF,3811,m,0,NaN,180.570483394411,231,75.1789976133652,22,1,NaN,NaN,,mid
pAF,3818,m,0,NaN,212.597447786655,219,74.6445497630332,25,3,NaN,NaN,,mid
pAF,3864,m,1,209,169.124061745388,187,64.0243902439025,38,38,5.859375,1.1106,5.5-6.0,mid
pAF,3876,m,1,204,170.123088134991,183,86.1833105335157,28,22,6.103515625,1.3905,6.0-6.5,mid
pAF,3899,m,0,NaN,224.499047041005,288,75.6302521008403,23,0,NaN,NaN,,
pAF,3926,m,1,204,174.248977730873,188,80.1526717557252,23,23,5.9814453125,0.9873,5.5-6.0,mid
pAF,3929,m,0,NaN,221.599993642281,244,84,15,0,NaN,NaN,,
pAF,3932,m,1,210,171.994763033021,194,67.379679144385,25,23,5.2490234375,1.3419,5.0-5.5,mid
pAF,3935,m,1,216,173.281380496221,207,80.8729139922978,23,11,5.126953125,1.2375,5.0-5.5,mid
pAF,3937,m,1,192,169.053193133186,178,78.4557907845579,26,26,6.8359375,1.1916,6.5-7.3,high
pAF,3938,m,0,NaN,239.982045068813,268,70.8661417322835,18,0,NaN,NaN,,
pAF,3953,m,1,206,174.908211412607,188,62.5620655412115,31,31,6.34765625,0.8397,6.0-6.5,mid
pAF,3958,m,0,NaN,204.050991086828,211,86.4197530864198,9,1,NaN,NaN,,mid
pAF,3961,m,0,NaN,239.409353432849,249,82.2454308093995,0,0,NaN,NaN,,
pAF,3964,m,1,245,215.768486052562,239,77.8739184177997,8,8,4.7607421875,1.0971,4.5-5.0,low
pAF,3980,m,1,213,181.69687728415,200,76.1789600967352,19,17,5.4931640625,1.3932,5.0-5.5,mid
pAF,3981,m,1,211,185.323258240227,198,75.1789976133651,17,17,5.7373046875,1.206,5.5-6.0,mid
pAF,3993,m,0,NaN,173.977923531871,182,85.3658536585366,27,3,NaN,NaN,,mid
pAF,3998,m,1,198,187.708934569127,194,86.6574965612104,6,6,5.9814453125,1.152,5.5-6.0,mid
pAF,4005,m,1,198,177.306654479682,190,83.5543766578249,14,14,6.7138671875,1.161,6.5-7.3,high
pAF,4022,m,1,225,174.668399776754,202,56.4010743061773,43,43,5.37109375,1.0314,5.0-5.5,mid
pAF,4037,m,0,NaN,215.059708865687,250,77.3955773955774,19,0,NaN,NaN,,
pAF,4047,m,0,NaN,197.392753063526,224,86.7768595041322,21,1,NaN,NaN,,mid
pAF,4052,m,0,NaN,199.993834299181,233,85.8310626702997,16,0,NaN,NaN,,
pAF,4053,m,0,NaN,239.72215743702,237,81.7120622568093,0,0,NaN,NaN,,
pAF,4063,m,1,193,183.214140055745,184,82.5688073394495,16,16,6.4697265625,1.1133,6.0-6.5,mid
pAF,4066,m,0,NaN,232.680838746943,288,85.8310626702997,13,0,NaN,NaN,,
pAF,4074,m,1,221,200.793279813603,209,65.8995815899581,20,20,5.615234375,1.2375,5.5-6.0,mid
pAF,4085,m,0,NaN,235.303805793199,241,85.9481582537517,0,0,NaN,NaN,,
pAF,4086,m,0,NaN,232.721482724664,244,73.512252042007,4,0,NaN,NaN,,
pAF,4100,m,1,203,173.090911541702,187,85.3658536585366,24,22,6.103515625,1.3464,6.0-6.5,mid
pAF,4106,m,0,NaN,183.284792695726,237,75.5395683453237,24,0,NaN,NaN,,
pAF,4119,m,0,NaN,232.681187042363,277,85.5978260869565,3,0,NaN,NaN,,
pAF,4166,m,1,207,175.409976919109,192,80.6658130601792,23,23,6.2255859375,1.1979,6.0-6.5,mid
pAF,4174,m,1,205,175.908587805403,187,85.0202429149798,25,21,5.9814453125,1.1799,5.5-6.0,mid
pAF,4181,m,0,NaN,228.06346778947,236,75.1789976133651,1,1,NaN,NaN,,
pAF,4231,m,1,216,206.398884048409,209,87.8661087866109,10,10,5.7373046875,1.0458,5.5-6.0,mid
pAF,4238,m,0,NaN,216.978430948286,228,75.7211538461538,2,2,NaN,NaN,,mid
pAF,4243,m,1,247,174.977128909486,235,80.0508259212198,29,5,4.39453125,1.1448,4.1-4.5,low
pAF,4246,m,1,192,160.777127784917,180,82.1382007822686,21,21,5.9814453125,1.1898,5.5-6.0,mid
pAF,4257,m,0,NaN,235.734793318254,307,81.2903225806452,19,0,NaN,NaN,,
pAF,4273,m,1,215,198.861082832998,207,74.0305522914218,12,12,6.103515625,1.134,6.0-6.5,mid
pAF,4312,m,0,NaN,244.447358038626,272,84.4504021447721,4,0,NaN,NaN,,
pAF,4334,m,1,223,203.620905525961,220,78.5536159600997,5,5,5.4931640625,1.3923,5.0-5.5,mid
pAF,4342,m,0,NaN,240.215766072157,297,85.1351351351351,10,0,NaN,NaN,,
pAF,4360,m,1,196,180.88960700039,188,68.7022900763359,16,16,6.591796875,1.0845,6.5-7.3,high
pAF,4387,m,0,NaN,220.805879651991,236,82.7858081471747,8,0,NaN,NaN,,
pAF,4403,m,1,196,183.4985183307,184,81.7120622568093,19,19,6.34765625,1.2996,6.0-6.5,mid
pAF,4431,m,1,205,164.444831144057,184,56.910569105691,36,36,5.4931640625,0.8937,5.0-5.5,mid
pAF,4452,m,1,205,178.581869055939,191,69.078947368421,23,23,5.4931640625,1.0962,5.0-5.5,mid
pAF,4471,m,0,NaN,241.602276071106,239,81.924577373212,2,0,NaN,NaN,,
pAF,4482,m,0,NaN,238.672482859212,283,78.1637717121588,8,0,NaN,NaN,,
pAF,4484,m,0,NaN,235.519140628516,264,83.223249669749,4,0,NaN,NaN,,
pAF,4488,m,1,202,175.08716254279,185,80.3571428571428,26,24,6.2255859375,1.2771,6.0-6.5,mid
pAF,4519,m,1,215,183.757103260381,206,71.6723549488054,16,16,5.615234375,1.0656,5.5-6.0,mid
pAF,4548,m,0,NaN,189.502009397642,197,81.5006468305304,0,0,NaN,NaN,,
pAF,4562,m,1,199,178.813573956155,191,64.1547861507128,16,16,6.34765625,1.0656,6.0-6.5,mid
pAF,4564,m,1,194,177.899504621979,179,77.490774907749,25,25,6.8359375,0.8136,6.5-7.3,high
pAF,4575,m,1,215,177.972191918816,200,87.0165745856354,21,19,5.4931640625,1.026,5.0-5.5,mid
pAF,4576,m,1,210,196.664395525433,198,80.8729139922978,20,20,6.591796875,1.2411,6.5-7.3,high
pAF,4581,m,1,181,162.561758851756,169,78.8485607008761,18,18,6.4697265625,1.1088,6.0-6.5,high
pAF,4582,m,0,NaN,209.338284011501,228,83.4437086092715,8,0,NaN,NaN,,
pAF,4634,m,0,NaN,208.393267392632,246,85.9481582537517,12,0,NaN,NaN,,
pAF,4653,m,1,230,182.988604888837,209,76.9230769230769,25,5,4.7607421875,1.0332,4.5-5.0,low
pAF,4657,m,1,202,186.858100753576,196,83.223249669749,9,9,6.2255859375,1.3167,6.0-6.5,mid
pAF,4661,m,0,NaN,205.616708856418,235,55.0699300699301,18,0,NaN,NaN,,
pAF,4671,m,1,198,178.000236727217,184,68.6274509803921,26,26,6.591796875,1.269,6.5-7.3,high
pAF,4674,m,1,221,191.981913378761,207,70.4697986577181,35,11,5.37109375,1.2744,5.0-5.5,mid
pAF,4713,m,1,193,163.766193094532,180,77.8739184177997,23,9,5.7373046875,0.9792,5.5-6.0,mid
pAF,4716,m,1,225,215.358236109059,220,74.1176470588236,8,8,5.615234375,1.3824,5.5-6.0,mid
pAF,4720,m,1,206,169.468932808581,194,72.5806451612903,20,20,5.615234375,0.8829,5.5-6.0,mid
pAF,4730,m,1,247,178.39875110126,234,78.1637717121588,27,7,4.39453125,1.0224,4.1-4.5,low
pAF,4769,m,0,NaN,230.173382615045,272,86.4197530864198,11,0,NaN,NaN,,
pAF,4772,m,0,NaN,200.67061640774,248,76.8292682926829,11,0,NaN,NaN,,
pAF,4791,m,0,NaN,201.089811875769,233,75.0893921334922,16,0,NaN,NaN,,
pAF,4799,m,0,NaN,242.004413472896,272,84.9056603773585,5,0,NaN,NaN,,
pAF,4854,m,0,NaN,201.821590114021,218,86.5384615384615,4,2,NaN,NaN,,mid
pAF,4859,m,0,NaN,167.364835215827,215,60.5769230769231,38,0,NaN,NaN,,
pAF,4860,m,1,203,187.68536870915,194,79.746835443038,16,16,6.4697265625,1.1664,6.0-6.5,mid
pAF,4862,m,1,184,165.094333183173,171,85.0202429149798,22,22,7.080078125,1.2969,6.5-7.3,high
pAF,4884,m,0,NaN,191.122171742638,241,82.5688073394495,18,0,NaN,NaN,,
pAF,4891,m,0,NaN,219.379269455152,250,78.3582089552239,19,0,NaN,NaN,,
pAF,4914,m,1,206,188.865992641091,196,78.9473684210526,17,17,6.591796875,1.0503,6.5-7.3,high
pAF,4916,m,0,NaN,232.451664340959,261,71.3476783691959,0,0,NaN,NaN,,
pAF,4926,m,1,205,161.217663046438,189,72.2477064220183,24,24,5.4931640625,1.143,5.0-5.5,mid
pAF,4935,m,0,NaN,221.698311511718,242,73.9436619718309,7,0,NaN,NaN,,
pAF,4937,m,1,213,168.897647717109,208,82.6771653543307,8,8,5.126953125,1.0314,5.0-5.5,mid
pAF,4942,m,0,NaN,238.367773507722,277,79.4451450189155,1,0,NaN,NaN,,
pAF,4945,m,1,213,162.979306265785,198,55.6537102473498,43,19,4.8828125,0.9711,4.5-5.0,mid
pAF,4948,m,0,NaN,222.483311725322,233,84.4504021447721,14,0,NaN,NaN,,
pAF,4960,m,0,NaN,200.512287919642,228,79.9492385786802,21,0,NaN,NaN,,
pAF,4962,m,1,222,185.092309345535,208,84.2245989304813,23,13,5.2490234375,1.2834,5.0-5.5,mid
pAF,4964,m,1,194,171.498706005274,180,83.3333333333333,23,23,7.080078125,1.0539,6.5-7.3,high
pAF,4970,m,0,NaN,238.587923383304,279,83.1134564643799,5,0,NaN,NaN,,
pAF,4971,m,0,NaN,242.185050586464,254,71.1864406779661,3,0,NaN,NaN,,
pAF,4986,m,0,NaN,175.350263733839,225,82.5688073394495,24,1,NaN,NaN,,mid
pAF,5063,m,0,NaN,236.473765886738,278,69.0032858707557,8,0,NaN,NaN,,
pAF,5071,m,1,192,164.540906139307,176,75.9036144578313,28,28,6.34765625,1.0251,6.0-6.5,mid
pAF,5075,m,0,NaN,181.861888722997,204,84.9056603773585,25,3,NaN,NaN,,mid
pAF,5082,m,0,NaN,244.667245197626,258,73.170731707317,0,0,NaN,NaN,,
pAF,5088,m,1,204,185.609350330553,197,82.2454308093995,12,12,6.2255859375,1.368,6.0-6.5,mid
pAF,5099,m,0,NaN,240.745438930993,284,66.4556962025316,9,0,NaN,NaN,,
pAF,5114,m,1,207,186.781731485833,194,81.7120622568093,19,19,5.859375,1.2033,5.5-6.0,mid
pAF,5139,m,0,NaN,237.263680391414,252,79.4451450189155,1,0,NaN,NaN,,
pAF,5153,m,1,221,160.783467738998,204,79.4451450189155,31,19,5.0048828125,1.0242,5.0-5.5,mid
pAF,5169,m,1,189,160.899981834424,175,81.1855670103093,21,19,6.2255859375,1.332,6.0-6.5,mid
pAF,5182,m,0,NaN,204.586342355055,208,85.8310626702997,4,3,NaN,NaN,,mid
pAF,5189,m,0,NaN,218.493545443715,224,84.2245989304813,7,0,NaN,NaN,,
pAF,5192,m,0,NaN,218.972293664243,258,83.6653386454183,12,0,NaN,NaN,,
pAF,5199,m,0,NaN,219.965849118693,235,84.6774193548387,2,2,NaN,NaN,,mid
